Topic,Count,Name,Representation,Representative_Docs,Rank,Translation,Category
116,127,116_prikken_prik_laten_handiger,"['prikken', 'prik', 'laten', 'handiger', 'antistoffen', 'geprikt', 'schildklier', 'prikdag', 'prikbriefje', 'prikpen']","['Ik moet in augustus weer prikken.', 'heb deze de 15e ook alten prikken', 'Over twee weken ga ik dan prikken.']",120,"['blood_draw', 'blood_test', 'let', 'more_convenient', 'antibodies', 'drawn', 'thyroid', 'blood_test_day', 'blood_form', 'pen_needle']",Medical
151,127,151_corona_virus_positief_getest,"['corona', 'virus', 'positief', 'getest', 'vaccinatie', 'besmetting', 'vaccin', 'besmet', 'negatief', 'vraag']","['Hallo,  ik ben afgelopen vrijdag positief getest op het corona virus.', 'Hallo,  Sinds afgelopen vrijdag ben ik positief getest op het corona virus.', 'het Corona virus.']",121,"['corona', 'virus', 'positive', 'tested', 'vaccination', 'infection', 'vaccine', 'infected', 'negative', 'question']",Medical
99,126,99_sessie_inloggen_sessies_melding,"['sessie', 'inloggen', 'sessies', 'melding', 'account', 'staat', 'wachtwoord', 'ingevuld', 'ingelogd', 'foutmelding']","['Ook dat ik steeds een mail krijg dat er een sessie voor mij klaar staat en als ik inlog dan staat er geen sessie voor mij klaar.', 'Er staat nog steeds een nieuwe sessie klaar.', 'deze sessie is reeds geweest.']",122,"['session', 'log_in', 'sessions', 'notification', 'account', 'status', 'password', 'filled_in', 'logged_in', 'error_message']",Non-Medical
110,125,110_anus_aambeien_vagina_fistel,"['anus', 'aambeien', 'vagina', 'fistel', 'gevoel', 'pijn', 'jeuk', 'branderig', 'endeldarm', 'linkerbil']","['De jeuk in de anus is niet weg.', 'Dit zou ik namelijk wel willen gezien ook de pijn aan de anus.', 'Beste,  ik heb een vraag m.b.t. mijn anus.']",123,"['anus', 'hemorrhoids', 'vagina', 'fistula', 'feeling', 'pain', 'itch', 'burning', 'rectum', 'left_buttock']",Medical
115,122,115_longen_cardioloog_hart_longarts,"['longen', 'cardioloog', 'hart', 'longarts', 'longfoto', 'hartslag', 'longontsteking', 'hartkloppingen', 'cardiologie', 'ecg']","['Ze wilden even voor de zekerheid hart en longen nakijken zeiden ze aan de telefoon.', 'Mijn longen zien er volgens de longarts goed uit en ook de huisarts kan niet echt iets verkeerds horen.', 'Gb  Cardioloog: mogelijk uw longen.']",124,"['lungs', 'cardiologist', 'heart', 'lung_specialist', 'chest_xray', 'heart_rate', 'pneumonia', 'palpitations', 'cardiology', 'ecg']",Medical
118,121,118_zorgen_bang_ongerust_begin,"['zorgen', 'bang', 'ongerust', 'begin', 'risico', 'geschrokken', 'hierdoor', 'angstig', 'fistels', 'letten']","['Ik vroeg me af of dat iets is waar ik me zorgen om moet maken en of ik er iets tegen kan doen.', 'Moet ik mij zorgen maken.', 'En maak me toch wel wat zorgen.']",125,"['concerns', 'afraid', 'worried', 'beginning', 'risk', 'shocked', 'because_of_this', 'anxious', 'fistulas', 'pay_attention']",Medical
104,119,104_urine_blaas_nieren_nier,"['urine', 'blaas', 'nieren', 'nier', 'blaasontsteking', 'kweek', 'urinekweek', 'urineweginfectie', 'nierfunctie', 'galstenen']","['Ik heb afgelopen maandag bloed en urine ingeleverd.', 'Wanneer ik de uitslag van de urine heb zal ik nog iets laten weten  ', '28 september bij huisarts geweest, bloed in urine.']",126,"['urine', 'bladder', 'kidneys', 'kidney', 'uti', 'culture', 'urine_culture', 'urinary_infection', 'kidney_function', 'gallstones']",Medical
92,114,92_cortiment_stoppen_slik_verbetering,"['cortiment', 'stoppen', 'slik', 'verbetering', 'afbouwen', 'slikken', 'starten', 'onderste', 'tabletten', 'bezig']","['Zal ik dat ook krijgen met Cortiment?', 'Niet de Cortiment ?', 'Dus nu inmiddels 4 weken Cortiment.']",127,"['cortiment', 'stop', 'take', 'improvement', 'taper', 'taking', 'start', 'lower', 'tablets', 'busy']",Medical
143,114,143_excuses_sorry_late_vele,"['excuses', 'sorry', 'late', 'vele', 'jammer', 'excuus', 'geduld', 'ongemak', 'vergissing', 'verhinderd']","['Alvast dank en excuses voor vandaag !', 'Mijn excuses dat ik het niet eerder heb laten weten.', 'Excuses ...en bedankt.']",128,"['excuses', 'sorry', 'late', 'many', 'shame', 'apology', 'patience', 'inconvenience', 'mistake', 'prevented']",Non-Medical
114,112,114_hoofdpijn_duizelig_duizeligheid_hoofd,"['hoofdpijn', 'duizelig', 'duizeligheid', 'hoofd', 'migraine', 'licht', 'symptomen', 'hartkloppingen', 'last', 'gevoel']","['Op dit moment merk ik door hoofdpijn en duizeligheid.', 'Ook last van hoofdpijn.', 'Vandaag is het vrijdag ben nog steeds een beetje duizelig en hoofdpijn is nog latent aanwezig.']",129,"['headache', 'dizzy', 'dizziness', 'head', 'migraine', 'light', 'symptoms', 'palpitations', 'discomfort', 'feeling']",Medical
130,111,130_gehoord_vernomen_heden_helaas,"['gehoord', 'vernomen', 'heden', 'helaas', 'hierover', 'bevestiging', 'bericht', 'gekregen', 'hierop', 'horen']","['Ik heb hier echter nog niets over gehoord.', 'Heb hier verder nog niks van gehoord.', 'Inmiddels is het 27 juni en ik heb nog steeds niets gehoord.']",130,"['heard', 'learned', 'today', 'unfortunately', 'about_this', 'confirmation', 'message', 'received', 'regarding_this', 'hear']",Non-Medical
153,107,153_bekend_uitgekomen_dingen_onbekend,"['bekend', 'uitgekomen', 'dingen', 'onbekend', 'nieuwsgierig', 'wijsheid', 'gegevens', 'weet', 'duidelijk', 'hierover']","['Is hier inmiddels al iets van bekend ?', 'Is deze al bij jullie bekend.', 'Is er al meer bekend?']",131,"['known', 'found', 'things', 'unknown', 'curious', 'wisdom', 'details', 'know', 'clear', 'about_this']",Non-Medical
129,107,129_app_telefoon_downloaden_ondersteund,"['app', 'telefoon', 'downloaden', 'ondersteund', 'gsm', 'telefoons', 'iphone', 'geprobeerd', 'code', 'mobiele']","['Kan dat in deze app?', 'grtheb geen app op mijntelefoon  ', ""Ik heb zo'n app (nog) niet.....?""]",132,"['app', 'phone', 'download', 'supported', 'mobile', 'phones', 'iphone', 'tried', 'code', 'mobile_device']",Non-Medical
112,107,112_scopie_gepland_plaatsvinden_echo,"['scopie', 'gepland', 'plaatsvinden', 'echo', 'staat', 'sedatie', 'narcose', 'echoscopie', 'poliafspraak', 'verslagen']","['ls,as donderdag 14 januari om 15.45 is de scopie gepland.', 'Goedemorgen,  Vrijdag 9 juli heb ik om 8.30 uur een scopie.', '   (Zelf heb ik 11 augustus weer een scopie)']",133,"['scopy', 'scheduled', 'take_place', 'ultrasound', 'listed', 'sedation', 'anesthesia', 'ultrasound_exam', 'clinic_appointment', 'reports']",Medical
131,106,131_azathioprine_daags_tablet_compres,"['azathioprine', 'daags', 'tablet', 'compres', 'klinion', 'pillen', 'bestellen', 'calci', 'sulfasalazine', 'chew']","['Het betreft Azathioprine 50 mg, 2dd.', 'Ook bij gebruik van azathioprine?', 'Hoi,  De azathioprine is op.']",134,"['azathioprine', 'per_day', 'tablet', 'compress', 'klinion', 'pills', 'order', 'calci', 'sulfasalazine', 'chew']",Medical
102,104,102_spiegel_dalspiegel_medicijnspiegel_spiegels,"['spiegel', 'dalspiegel', 'medicijnspiegel', 'spiegels', 'bekend', 'prikken', 'medicatiespiegel', 'laten', 'uitslag', 'antistoffen']","['17 augustus moet ik alleen de spiegel prikken.', 'Het prikken van de spiegel is al zeker 4 weken geleden.', 'En wb de spiegel, is dat erg?']",135,"['trough_level', 'drug_trough', 'medication_level', 'levels', 'known', 'draw_blood', 'drug_level', 'let', 'result', 'antibodies']",Medical
149,102,149_reactie_antwoord_bedankt_dank,"['reactie', 'antwoord', 'bedankt', 'dank', 'hoi', 'dankjewel', 'hallo', 'groet', 'hartelijk', 'alvast']","['Hoi  , Bedankt voor de reactie!', 'Hoi  , Bedankt voor je reactie.', 'Hoi  ,  bedankt voor je reactie.']",136,"['response', 'answer', 'thank_you', 'thanks', 'hi', 'thanks_again', 'hello', 'regards', 'kindly', 'already']",Non-Medical
140,100,140_stress_druk_periode_rol,"['stress', 'druk', 'periode', 'rol', 'stressvolle', 'speelt', 'brengt', 'werk', 'onderdruk', 'psycholoog']","['Hallo  ,  Ja ik weet ook dat het nu door de stress komt.', 'Ik heb de laatste tijd veel stress gehad en nog steeds wel.', 'Ik ga er nog steeds vanuit dat het door de stress komt.']",137,"['stress', 'pressure', 'period', 'role', 'stressful', 'plays', 'brings', 'work', 'under_pressure', 'psychologist']",Medical
93,100,93_ogen_oogarts_oog_oogontsteking,"['ogen', 'oogarts', 'oog', 'oogontsteking', 'ontstoken', 'opticien', 'rood', 'zicht', 'droge', 'last']","['Beste,  Ik ben 30 juli bij   geweest voor ontstoken ogen.', 'Ik heb ook de ogen ontstoken.', 'Met mijn ogen gaat het prima, geen last meer gehad.']",138,"['eyes', 'ophthalmologist', 'eye', 'eye_inflammation', 'inflamed', 'optician', 'red', 'vision', 'dry', 'complaint']",Medical
113,98,113_colitis_ulcerosa_collitis_colitus,"['colitis', 'ulcerosa', 'collitis', 'colitus', 'symptomen', 'klachten', 'vermoeden', 'opgetreden', 'jaar', 'momenteel']","['En hoe dat gaat met mijn colitis.', 'Maar ik heb Colitis.', 'colitis ulcerosa).']",139,"['colitis', 'ulcerosa', 'colitis_misspelled1', 'colitis_misspelled2', 'symptoms', 'complaints', 'suspect', 'occurred', 'year', 'currently']",Medical
100,98,100_quanton_cal_quantoncal_test,"['quanton', 'cal', 'quantoncal', 'test', 'app', 'zelftest', 'gedaan', 'telefoon', 'testen', 'downloaden']","['Beste  ,  Zou je mij 2  QuantOn Cal test willen sturen.', 'Ook had ik graag een nieuwe QuantOn Cal test gehad.', 'Ik heb ook nog één quanton cal test.']",140,"['quanton', 'cal', 'quantoncal', 'test', 'app', 'self_test', 'done', 'phone', 'testing', 'download']",Medical
145,97,145_adres_mailadres_oude_gewijzigd,"['adres', 'mailadres', 'oude', 'gewijzigd', 'verhuisd', 'wijzigen', 'verhuizing', 'veranderd', 'email', 'veranderen']","['Ik ga mijn nieuw adres betrekken op   het adres is vogelzang2  ', 'Adres is  /A1,  .', 'Mijn adres is:  -2   .']",141,"['address', 'email_address', 'old', 'changed', 'moved', 'change', 'moving', 'modified', 'email', 'alter']",Non-Medical
154,96,154_foto_fotos_bestand_toegevoegd,"['foto', 'fotos', 'bestand', 'toegevoegd', 'groot', 'beeld', 'bijgevoegd', 'stuur', 'pdf', 'bijlage']","['Ik zal een foto sturen.', 'Ik kan nergens een foto invoegen.', 'Bij deze de foto.']",142,"['photo', 'photos', 'file', 'attached', 'large', 'image', 'attached_alt', 'send', 'pdf', 'attachment']",Non-Medical
117,88,117_vedolizumab_vedoluzimab_infuus_geplend,"['vedolizumab', 'vedoluzimab', 'infuus', 'geplend', 'systeem', 'vedo', 'staat', 'naast', 'entyvio', 'spiegel']","['Om de 8 weken krijg ik via een infuus de Vedolizumab en wel op 22 maart en op 17 mei.', 'woensdag heb ik weer een infuus vedolizumab.', ' , Afgelopen dinsdag heb ik een infuus gehad van Vedolizumab.']",143,"['vedolizumab', 'vedoluzimab', 'infusion', 'planned', 'system', 'vedo', 'listed', 'next_to', 'entyvio', 'trough_level']",Medical
147,88,147_mis_gegaan_fout_gebeuren,"['mis', 'gegaan', 'fout', 'gebeuren', 'misgegaan', 'hand', 'orde', 'nakijken', 'gaat', 'verkeerde']","['Misschien is daar iets mis gegaan.', 'Kan het zijn dat hier iets is mis gegaan??', 'Is er ergens iets mis gegaan?']",144,"['gone', 'wrong', 'error', 'happen', 'went_wrong', 'hand', 'order', 'check', 'goes', 'incorrect']",Non-Medical
148,86,148_horen_fijn_nieuws_goed,"['horen', 'fijn', 'nieuws', 'goed', 'expertise', 'toezending', 'journaal', 'gelinkt', 'super', 'fantastisch']","['Dat is fijn om te horen.', 'Ah fijn om te horen!!', 'Dat is heel fijn te horen.']",145,"['hear', 'nice', 'news', 'good', 'expertise', 'sending', 'journal', 'linked', 'great', 'fantastic']",Non-Medical
138,86,138_remicade_remsima_infuus_komende,"['remicade', 'remsima', 'infuus', 'komende', 'krijg', 'volgende', 'mss', 'inflectra', 'kuurtje', 'bloedbriefjes']","['Goedemiddag, ik heb vandaag weer een infuus Remsima gehad.', 'Hor kan ik omstekimgem in mijn nrnrm hebben als ik remsima krijg', 'Dinsdag 20-12 weer infuus gehad met Remsima.']",146,"['remicade', 'remsima', 'infusion', 'coming', 'receive', 'next', 'maybe', 'inflectra', 'little_course', 'blood_slips']",Medical
137,86,137_drinken_drink_liter_gedronken,"['drinken', 'drink', 'liter', 'gedronken', 'alcohol', 'water', 'nutridrink', 'thee', 'vocht', 'vloeistof']","['Ik heb volgende week zondag ( 23 december ) een scan en moet dan weer een liter vloeistof drinken.', 'Ik drink iets meer, maar zeker geen liter meer.', '- Drinken: ik denk te weinig, een liter maar echt niet meer dan 1,5 liter.']",147,"['drink', 'drinking', 'liter', 'drank', 'alcohol', 'water', 'nutridrink', 'tea', 'fluid', 'liquid']",Medical
144,84,144_mvg_swinkels_kollar_alvast,"['mvg', 'swinkels', 'kollar', 'alvast', 'hoor', 'pijltjes', 'boumans', 'onderkant', 'siao', 'kim']","['Mvg      ', 'Mvg,   ( )', 'Mvg    ']",148,"['mvg', 'swinkels', 'kollar', 'already', 'hear', 'arrows', 'boumans', 'bottom', 'siao', 'kim']",Non-Medical
111,81,111_calpro_thuistest_waarde_calprosmart,"['calpro', 'thuistest', 'waarde', 'calprosmart', 'test', 'calprotest', 'gedaan', 'uitslag', 'hoger', 'meten']","['Ik wil graag weten wat de calpro is.', 'Wanneer moet ik de calpro.... test doen?', 'Hoi   en/of  ,  Is de uitslag van de calpro van 08 september al binnen?']",149,"['calpro', 'home_test', 'value', 'calprosmart', 'test', 'calprotest', 'done', 'result', 'higher', 'measure']",Medical
126,79,126_stoma_stomaverpleegkundige_verwijderd_operatie,"['stoma', 'stomaverpleegkundige', 'verwijderd', 'operatie', 'puntjes', 'darm', 'tijdelijk', 'dikke', 'opinion', 'second']","['Het gaat niet zo goed want de pijn aan mijn stoma is niet uit te houden.', 'Hoi  , Ik heb vooral heel veel last van het stoma.', 'Ik heb inmiddels al 1,5 jaar een stoma.']",150,"['stoma', 'stoma_nurse', 'removed', 'surgery', 'sutures', 'bowel', 'temporary', 'colon', 'opinion', 'second_opinion']",Medical
123,77,123_reumatoloog_reumatologie_artrose_fibromyalgie,"['reumatoloog', 'reumatologie', 'artrose', 'fibromyalgie', 'hematoloog', 'verwijzing', 'reumaverpleegkundige', 'consult', 'reuma', 'afspraak']","['Helaas kan de Reumatoloog niks voor me doen.', ' , Vandaag 18 juli afspraak bij reumatoloog.', '25 juni heb ik een afspraak bij de reumatoloog.']",151,"['rheumatologist', 'rheumatology', 'osteoarthritis', 'fibromyalgia', 'hematologist', 'referral', 'rheuma_nurse', 'consult', 'rheumatism', 'appointment']",Medical
127,75,127_infliximab_infuus_subcutaan_infliximap,"['infliximab', 'infuus', 'subcutaan', 'infliximap', 'dalspiegel', 'aankomende', 'volgende', 'gebruik', 'ofwel', 'krijg']","['Morgen is mijn 3e infliximab infuus', 'Gaat dit samen met mijn infliximab?', 'Ik krijg mijn infliximab infuus In het   in  .']",152,"['infliximab', 'infusion', 'subcutaneous', 'infliximap', 'trough_level', 'upcoming', 'next', 'use', 'either', 'receive']",Medical
122,74,122_ustekinumab_ustekinimab_the_injection,"['ustekinumab', 'ustekinimab', 'the', 'injection', 'spiegel', 'and', 'injectie', 'blood', 'already', 'spuit']","['Ik krijg donderdag 08 juli mijn 2e spuit Ustekinumab.', 'Ik ben geprikt op ustekinumab op 28 januari.', 'gebruik van Ustekinumab.']",153,"['ustekinumab', 'ustekinimab', 'the', 'injection', 'trough_level', 'and', 'injection_alt', 'blood', 'already', 'shot']",Medical
146,72,146_budenofalk_budesonide_stoppen_salofalk,"['budenofalk', 'budesonide', 'stoppen', 'salofalk', 'bijsluiter', 'bijwerking', 'gebruik', 'gestopt', 'thiosix', 'netjes']","['Hallo  ,  Wanneer mag ik stoppen met de Budenofalk?', 'De medicatie Budenofalk (budesonide 3 mg) is op.', 'Ik gebruik sinds afgelopen donderdag Budenofalk   en Budesonide.']",154,"['budenofalk', 'budesonide', 'stop', 'salofalk', 'leaflet', 'side_effect', 'use', 'stopped', 'thiosix', 'properly']",Medical
142,70,142_picoprep_moviprep_voorbereiding_instructies,"['picoprep', 'moviprep', 'voorbereiding', 'instructies', 'opgehaald', 'drinken', 'zakjes', 'recept', 'tabletjes', 'beginnen']","['Ik was bij de apotheek maar jullie hadden me geen picoprep voorgeschreven maar een andere.', 'Krijg ik weer picoprep?', 'Ik heb nog een vraag over de picoprep.']",155,"['picoprep', 'moviprep', 'preparation', 'instructions', 'picked_up', 'drink', 'sachets', 'prescription', 'small_tablets', 'start']",Medical
155,69,155_beclometason_zetpillen_beclametason_beclomethason,"['beclometason', 'zetpillen', 'beclametason', 'beclomethason', 'beclamethason', 'remeron', 'mezavant', 'gestart', 'gebruik', 'duspetal']","['Beclometason/mezalazine .', 'Goedemorgen, De Beclometason 3 mg. zetpillen die ik gebruik zijn op.', 'Hallo,  Ik heb sinds vorige week maandag beclometason zetpillen.']",156,"['beclometasone', 'suppositories', 'beclametason', 'beclomethason', 'beclamethason', 'remeron', 'mezavant', 'started', 'use', 'duspetal']",Medical
156,66,156_opvlamming_warmte_broeien_angst,"['opvlamming', 'warmte', 'broeien', 'angst', 'geachte', 'voelt', 'bijvoorbeeld', 'nou', 'gerookt', 'worm']","['Voelt als een opvlamming.', 'Als het een opvlamming is wat kan ik dan het beste doen.', 'Is dat dan een opvlamming?']",157,"['flare', 'warmth', 'smoldering', 'anxiety', 'dear', 'feels', 'for_example', 'well', 'smoked', 'worm']",Medical
